host_response_rate,host_acceptance_rate,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,review_scores_rating
100%,84%,49.27848,-123.10632,6,2.0,4.0,$143.00,2,75,92.0
100%,90%,49.2794,-123.10765,5,2.0,3.0,$220.00,28,59,99.0
,,49.27855,-123.12677,4,2.0,2.0,$350.00,1,1,100.0
,0%,49.28037,-123.10693,2,1.0,1.0,$100.00,2,18,98.0
,,49.28323,-123.12614,1,1.0,1.0,$45.00,30,0,
,75%,49.24936,-123.07992,7,3.0,3.0,$100.00,6,0,
100%,90%,49.28134,-123.08342,4,1.0,3.0,$110.00,2,60,98.0
,,49.248,-123.1684,6,4.0,5.0,$600.00,30,1,100.0
,,49.26227,-123.09122,4,2.0,2.0,$200.00,3,6,97.0
100%,100%,49.25014,-123.05647,2,1.0,1.0,$45.00,1,168,96.0
100%,100%,49.25754,-123.19484,2,1.0,1.0,$125.00,2,44,95.0
,100%,49.25128,-123.11234,6,3.0,3.0,$849.00,7,2,100.0
100%,100%,49.26672,-123.13075,2,,1.0,$112.00,1,73,98.0
,,49.27339,-123.10189,1,1.0,1.0,$129.00,3,6,96.0
100%,100%,49.22366,-123.03587,5,2.0,2.0,$60.00,1,24,89.0
,,49.28905,-123.14016,3,1.0,2.0,$269.00,3,1,80.0
,,49.22877,-123.10511,3,1.0,2.0,$85.00,3,18,98.0
100%,100%,49.28279,-123.11727,2,1.0,1.0,$150.00,3,45,99.0
,0%,49.25427,-123.17841,5,2.0,3.0,$125.00,50,16,100.0
50%,,49.23859,-123.19518,2,1.0,2.0,$89.00,1,1,100.0
100%,78%,49.26983,-123.20997,2,1.0,1.0,$130.00,3,20,99.0
100%,0%,49.2778,-123.12934,2,1.0,1.0,$110.00,90,0,
100%,100%,49.25999,-123.14747,6,2.0,2.0,$185.00,1,30,95.0
100%,100%,49.2584,-123.21416,4,2.0,2.0,$300.00,2,12,95.0
100%,100%,49.24692,-123.16597,4,2.0,2.0,$150.00,30,2,90.0
,100%,49.28097,-123.1249,3,1.0,1.0,$150.00,5,6,100.0
100%,100%,49.23785,-123.03098,3,1.0,1.0,$95.00,30,52,95.0
70%,100%,49.27149,-123.10447,4,2.0,2.0,$200.00,30,7,97.0
100%,95%,49.25462,-123.09514,2,1.0,1.0,$40.00,2,16,94.0
100%,100%,49.26461,-123.1564,2,1.0,1.0,$105.00,1,132,99.0
100%,92%,49.22232,-123.11843,2,1.0,1.0,$39.00,30,4,80.0
100%,0%,49.26704,-123.18017,2,1.0,2.0,$76.00,30,0,
100%,75%,49.22159,-123.04221,6,3.0,3.0,$258.00,3,27,99.0
100%,98%,49.21394,-123.11052,2,,1.0,$68.00,1,74,98.0
,,49.25067,-123.11316,3,1.0,1.0,$110.00,4,16,90.0
100%,20%,49.27404,-123.11447,3,1.0,1.0,$90.00,90,0,
,,49.26908,-123.15531,2,1.0,1.0,$200.00,2,22,100.0
100%,100%,49.24963,-123.11933,2,1.0,1.0,$63.00,2,38,94.0
100%,100%,49.26403,-123.166,8,3.0,4.0,$418.00,3,54,95.0
,,49.27636,-123.03481,2,1.0,1.0,$85.00,7,2,100.0
,,49.28131,-123.1206,3,1.0,2.0,$124.00,1,0,
100%,100%,49.28619,-123.06425,4,,2.0,$94.00,4,40,99.0
100%,0%,49.238,-123.06286,4,2.0,2.0,$150.00,1,7,94.0
0%,,49.26359,-123.1353,1,1.0,1.0,$50.00,30,1,
100%,100%,49.28338,-123.12904,2,1.0,1.0,$167.00,28,0,
100%,100%,49.27726,-123.11782,6,2.0,4.0,$186.00,1,77,91.0
,100%,49.28075,-123.10855,6,2.0,2.0,$464.00,2,14,93.0
,,49.2747,-123.12633,4,2.0,1.0,$543.00,30,0,
,,49.27968,-123.10838,3,1.0,2.0,$199.00,2,4,100.0
100%,100%,49.28422,-123.1349,2,1.0,1.0,$114.00,2,86,96.0
,,49.22554,-123.12941,2,1.0,1.0,$154.00,1,0,
,,49.26463,-123.09915,3,2.0,1.0,$210.00,10,3,100.0
,,49.24555,-123.18408,4,2.0,3.0,$358.00,1,0,
,,49.24589,-123.18407,4,2.0,2.0,$243.00,1,0,
,,49.259,-123.10563,4,2.0,2.0,$300.00,3,9,100.0
100%,,49.25425,-123.17371,4,2.0,2.0,$250.00,2,2,80.0
,0%,49.22847,-123.03216,3,1.0,2.0,$72.00,2,28,99.0
,93%,49.28743,-123.05975,6,2.0,2.0,$99.00,7,5,100.0
100%,83%,49.25839,-123.14987,4,2.0,2.0,$155.00,30,5,100.0
,,49.28435,-123.11226,2,1.0,1.0,$100.00,30,4,95.0
100%,81%,49.26368,-123.19009,6,2.0,3.0,$199.00,30,11,93.0
,,49.28079,-123.09973,5,2.0,2.0,$245.00,2,3,93.0
,,49.28687,-123.13024,4,1.0,2.0,$90.00,30,1,100.0
,100%,49.25499,-123.07327,8,3.0,4.0,$250.00,7,11,98.0
,,49.26361,-123.12692,2,1.0,1.0,$125.00,3,16,100.0
100%,100%,49.27866,-123.13646,2,1.0,1.0,$139.00,1,51,96.0
100%,100%,49.27877,-123.11667,6,2.0,2.0,$207.00,30,1,100.0
100%,100%,49.25364,-123.18233,4,1.0,3.0,$99.00,1,26,95.0
,,49.28054,-123.10781,8,3.0,5.0,$185.00,2,44,97.0
,,49.24899,-123.1772,4,2.0,2.0,$100.00,1,5,100.0
100%,92%,49.22232,-123.11702,2,1.0,1.0,$29.00,30,18,81.0
100%,100%,49.22001,-123.14372,4,1.0,1.0,$110.00,1,59,96.0
93%,87%,49.22151,-123.14385,5,2.0,2.0,$122.00,30,0,
,,49.24579,-123.05891,2,1.0,1.0,$58.00,1,15,93.0
50%,,49.21122,-123.10464,6,3.0,3.0,$178.00,2,6,73.0
50%,,49.24016,-123.19655,4,2.0,2.0,$150.00,1,2,90.0
100%,100%,49.24088,-123.09891,4,2.0,3.0,$120.00,30,8,100.0
100%,85%,49.26292,-123.12237,5,3.0,3.0,$225.00,30,8,95.0
,,49.27612,-123.12167,1,1.0,1.0,$70.00,90,0,
100%,89%,49.28778,-123.12574,4,2.0,2.0,$279.00,30,5,100.0
100%,100%,49.28807,-123.12777,4,2.0,3.0,$127.00,30,31,98.0
100%,100%,49.25295,-123.09351,3,1.0,2.0,$95.00,2,19,96.0
,,49.26864,-123.1071,2,1.0,1.0,$110.00,90,0,
,,49.28363,-123.10386,4,2.0,2.0,$225.00,3,15,95.0
100%,100%,49.27667,-123.1168,2,1.0,2.0,$116.00,30,11,98.0
100%,96%,49.24676,-123.05111,2,1.0,1.0,$69.00,2,52,98.0
,,49.27873,-123.12046,1,1.0,1.0,$51.00,30,1,100.0
100%,98%,49.27659,-123.08946,2,,1.0,$98.00,2,70,100.0
100%,,49.26164,-123.07352,2,1.0,1.0,$60.00,1,10,100.0
,0%,49.28796,-123.1349,2,,1.0,$50.00,2,16,96.0
,,49.28572,-123.12401,3,1.0,2.0,$185.00,3,15,97.0
100%,97%,49.28492,-123.02658,2,1.0,1.0,$90.00,2,17,98.0
,,49.2331,-123.14082,2,1.0,1.0,$90.00,4,9,96.0
,,49.23665,-123.17934,2,1.0,1.0,$90.00,1,3,100.0
,,49.26353,-123.18319,2,1.0,1.0,$148.00,1,15,96.0
0%,,49.2071,-123.02993,4,2.0,2.0,$230.00,30,26,93.0
,100%,49.25437,-123.04379,2,1.0,1.0,$88.00,1,46,96.0
100%,99%,49.27962,-123.12405,4,1.0,2.0,$110.00,2,92,97.0
100%,,49.25214,-123.09817,6,2.0,3.0,$175.00,1,39,98.0
100%,74%,49.28153,-123.05429,5,4.0,4.0,$128.00,1,16,93.0
,,49.26922,-123.13969,4,2.0,2.0,$250.00,3,18,97.0
100%,68%,49.23631,-123.09558,2,1.0,1.0,$85.00,3,15,97.0
,100%,49.27202,-123.05056,4,2.0,3.0,$172.00,2,13,92.0
100%,100%,49.27645,-123.12993,2,,1.0,$82.00,30,1,100.0
100%,100%,49.24264,-123.08288,2,1.0,1.0,$88.00,1,36,98.0
94%,3%,49.24875,-123.07521,2,1.0,1.0,$69.00,1,2,90.0
,100%,49.24642,-123.06576,1,1.0,1.0,"$1,000.00",180,22,91.0
,,49.2747,-123.11842,1,1.0,1.0,$140.00,30,2,100.0
100%,100%,49.2687,-123.06548,4,2.0,2.0,$150.00,2,34,99.0
100%,100%,49.24159,-123.03894,2,1.0,1.0,$90.00,2,31,93.0
100%,84%,49.2338,-123.12408,8,4.0,4.0,$258.00,3,30,95.0
91%,94%,49.27665,-123.13257,4,2.0,3.0,$185.00,30,3,100.0
,75%,49.24955,-123.08008,2,1.0,1.0,$45.00,2,3,100.0
94%,99%,49.23398,-123.06804,2,1.0,1.0,$60.00,2,15,89.0
,0%,49.23773,-123.08654,6,3.0,4.0,$200.00,10,4,100.0
80%,100%,49.26514,-123.16445,4,2.0,2.0,$305.00,3,5,100.0
100%,83%,49.21166,-123.1133,1,1.0,1.0,$35.00,20,22,91.0
,,49.26794,-123.18481,5,2.0,3.0,$250.00,3,9,98.0
100%,100%,49.2673,-123.16752,6,2.0,2.0,$225.00,30,50,97.0
,,49.26736,-123.10059,6,,3.0,$230.00,1,17,96.0
100%,100%,49.2804,-123.11,6,2.0,3.0,$335.00,2,34,96.0
100%,63%,49.28151,-123.13278,4,1.0,2.0,$263.00,3,8,91.0
,,49.28569,-123.12691,4,2.0,2.0,$229.00,30,0,
,,49.28531,-123.06652,2,1.0,1.0,$65.00,3,3,80.0
,,49.26876,-123.17423,7,4.0,4.0,$650.00,2,5,100.0
100%,100%,49.27352,-123.12392,4,2.0,3.0,$125.00,30,4,80.0
94%,99%,49.23435,-123.06645,2,1.0,1.0,$56.00,2,24,96.0
90%,93%,49.24953,-123.026,2,1.0,1.0,$125.00,2,28,92.0
0%,,49.2729,-123.15931,4,2.0,3.0,$191.00,45,0,
100%,88%,49.28717,-123.06147,4,2.0,2.0,$189.00,1,70,96.0
100%,65%,49.2578,-123.09924,2,1.0,1.0,$102.00,30,34,98.0
100%,33%,49.27507,-123.06757,5,2.0,3.0,$219.00,4,13,100.0
100%,90%,49.27174,-123.16352,2,1.0,1.0,$108.00,3,49,98.0
100%,95%,49.25566,-123.09583,1,1.0,1.0,$35.00,2,18,91.0
100%,100%,49.2125,-123.1182,2,1.0,1.0,$36.00,1,68,99.0
100%,100%,49.21256,-123.11908,2,1.0,1.0,$31.00,1,61,95.0
100%,89%,49.24855,-123.12028,4,2.0,2.0,$128.00,30,34,98.0
,,49.25794,-123.03547,3,2.0,2.0,$129.00,2,14,97.0
90%,100%,49.24903,-123.12034,4,2.0,2.0,$102.00,30,33,95.0
,100%,49.24776,-123.04677,2,1.0,2.0,$140.00,30,8,98.0
,,49.28635,-123.12469,2,1.0,1.0,$319.00,30,1,100.0
100%,93%,49.28932,-123.13716,4,2.0,2.0,$117.00,2,49,93.0
100%,100%,49.20915,-123.14363,2,1.0,1.0,$95.00,2,69,99.0
,,49.21382,-123.14293,6,3.0,3.0,$250.00,30,0,
100%,100%,49.27975,-123.06576,4,2.0,3.0,$180.00,2,36,99.0
,,49.24098,-123.06877,4,2.0,1.0,$150.00,4,2,100.0
100%,71%,49.27968,-123.10883,5,2.0,3.0,$220.00,3,17,96.0
,,49.26211,-123.09153,2,1.0,1.0,$80.00,2,12,96.0
,100%,49.26698,-123.10011,5,2.0,3.0,$190.00,1,33,94.0
100%,100%,49.28028,-123.12069,2,1.0,1.0,$196.00,1,48,99.0
100%,100%,49.24298,-123.03949,2,1.0,1.0,$70.00,2,13,88.0
100%,100%,49.24309,-123.03939,2,1.0,1.0,$59.00,2,29,92.0
,,49.28859,-123.05009,2,1.0,1.0,$40.00,4,0,
,,49.28347,-123.06099,4,2.0,2.0,$120.00,6,12,88.0
100%,91%,49.27559,-123.13415,4,2.0,2.0,$130.00,30,39,97.0
100%,100%,49.24755,-123.0914,2,1.0,1.0,$142.00,3,47,97.0
100%,100%,49.25628,-123.19236,3,1.0,1.0,$108.00,2,17,89.0
100%,100%,49.28616,-123.0526,2,,1.0,$79.00,1,84,94.0
100%,100%,49.27337,-123.1247,4,2.0,2.0,$245.00,2,10,100.0
89%,,49.28845,-123.1267,2,1.0,1.0,$146.00,30,0,
,,49.26718,-123.14881,3,1.0,2.0,$150.00,5,5,100.0
100%,80%,49.26187,-123.18916,2,1.0,1.0,$99.00,2,7,94.0
100%,89%,49.23307,-123.09746,1,1.0,1.0,$34.00,60,0,
100%,,49.23331,-123.09835,1,1.0,2.0,$29.00,60,2,100.0
,100%,49.24104,-123.07267,2,1.0,1.0,$69.00,4,21,100.0
100%,88%,49.26091,-123.09784,4,2.0,2.0,$125.00,30,23,100.0
71%,93%,49.28835,-123.12433,3,1.0,1.0,$78.00,30,3,100.0
100%,50%,49.2677,-123.18431,2,1.0,1.0,$251.00,30,0,
,,49.27894,-123.11539,3,1.0,1.0,$300.00,3,9,73.0
100%,100%,49.22246,-123.04124,2,1.0,1.0,$79.00,2,91,93.0
,86%,49.27839,-123.1257,4,2.0,2.0,$244.00,21,15,100.0
100%,83%,49.27661,-123.13001,2,1.0,1.0,$79.00,30,9,98.0
,63%,49.26136,-123.0996,4,2.0,2.0,$119.00,2,22,100.0
100%,89%,49.23404,-123.11416,1,1.0,1.0,$85.00,7,8,100.0
,100%,49.24172,-123.16884,4,2.0,4.0,$240.00,5,2,90.0
,,49.28148,-123.12386,3,1.0,1.0,$500.00,181,30,100.0
100%,,49.27674,-123.11664,2,1.0,1.0,$90.00,90,0,
,,49.26112,-123.12836,2,1.0,1.0,$80.00,30,0,
80%,97%,49.23819,-123.05528,5,2.0,3.0,$175.00,5,36,98.0
,,49.23292,-123.14046,2,1.0,1.0,$35.00,4,4,100.0
100%,97%,49.27977,-123.10594,4,1.0,2.0,$151.00,2,57,98.0
50%,,49.21323,-123.10274,2,,0.0,$99.00,2,1,100.0
,100%,49.21581,-123.12691,4,1.0,2.0,$87.00,2,26,92.0
100%,57%,49.26822,-123.13579,2,2.0,2.0,$110.00,30,9,100.0
17%,88%,49.27909,-123.1064,4,1.0,2.0,$180.00,3,44,93.0
100%,97%,49.22696,-123.04011,2,1.0,1.0,$90.00,30,55,95.0
100%,98%,49.29165,-123.13464,2,,1.0,$90.00,30,5,96.0
,,49.27622,-123.11441,3,1.0,1.0,$200.00,1,3,67.0
50%,93%,49.27272,-123.15026,5,2.0,2.0,$375.00,2,13,100.0
100%,100%,49.25813,-123.12783,2,1.0,1.0,$60.00,30,5,100.0
,,49.26647,-123.18603,6,2.0,2.0,$400.00,2,0,
100%,91%,49.27637,-123.06033,4,2.0,2.0,$149.00,2,39,98.0
,92%,49.25904,-123.13314,2,1.0,1.0,$135.00,3,29,97.0
100%,97%,49.28504,-123.02787,4,1.0,2.0,$200.00,2,1,100.0
100%,100%,49.22209,-123.1222,5,2.0,3.0,$120.00,2,14,94.0
100%,50%,49.23736,-123.07747,2,1.0,1.0,$130.00,1,6,97.0
,100%,49.27673,-123.12961,3,1.0,2.0,$99.00,30,59,96.0
100%,100%,49.27929,-123.11049,4,1.0,2.0,$120.00,60,2,100.0
100%,100%,49.23903,-123.08755,4,2.0,2.0,$89.00,2,38,96.0
,,49.28098,-123.10952,2,1.0,1.0,$155.00,1,8,93.0
0%,,49.22751,-123.16339,16,6.0,10.0,$521.00,30,6,93.0
,,49.27894,-123.10821,1,1.0,1.0,$145.00,1,4,85.0
,,49.20777,-123.05639,1,3.0,1.0,$40.00,1,5,90.0
100%,57%,49.24739,-123.19121,10,4.0,11.0,"$1,150.00",14,3,100.0
100%,50%,49.23791,-123.0788,2,1.0,1.0,$103.00,1,6,83.0
,94%,49.2593,-123.21094,2,1.0,1.0,$197.00,30,35,97.0
,100%,49.23885,-123.07307,2,1.0,1.0,$59.00,2,11,96.0
100%,96%,49.24522,-123.02829,7,3.0,5.0,$73.00,2,48,98.0
93%,87%,49.2817,-123.11815,4,2.0,2.0,$142.00,30,0,
100%,100%,49.26745,-123.09589,4,,2.0,$245.00,2,45,100.0
,,49.28,-123.10696,5,3.0,3.0,$225.00,3,56,92.0
100%,100%,49.27773,-123.1297,6,2.0,3.0,$630.00,1,94,99.0
100%,0%,49.26966,-123.17164,4,2.0,2.0,$120.00,30,0,
100%,99%,49.26318,-123.09845,3,1.0,1.0,$125.00,30,4,95.0
100%,100%,49.23231,-123.14134,2,1.0,1.0,$52.00,1,9,100.0
,63%,49.25087,-123.05518,4,2.0,2.0,$100.00,1,18,99.0
100%,0%,49.28524,-123.04664,2,1.0,1.0,$82.00,2,0,
100%,100%,49.28939,-123.1361,8,4.0,4.0,$401.00,2,47,96.0
,,49.21632,-123.12429,4,2.0,2.0,$300.00,2,0,
,,49.20599,-123.12547,2,1.0,1.0,$28.00,1,4,75.0
,,49.2075,-123.05633,1,3.0,1.0,$40.00,1,1,100.0
,,49.20629,-123.05634,1,1.0,1.0,$50.00,1,0,
,,49.28116,-123.08396,3,1.0,2.0,$120.00,5,37,98.0
100%,75%,49.27315,-123.1198,2,1.0,1.0,$125.00,30,2,100.0
,100%,49.27812,-123.12829,2,1.0,1.0,$117.00,3,38,98.0
,,49.25756,-123.10356,2,1.0,1.0,$80.00,153,2,80.0
90%,98%,49.27936,-123.10773,6,2.0,2.0,$229.00,2,57,93.0
100%,100%,49.27074,-123.06796,2,,1.0,$80.00,1,39,97.0
100%,98%,49.29057,-123.1349,2,1.0,1.0,$92.00,30,0,
,89%,49.25091,-123.08788,5,3.0,4.0,$200.00,5,1,100.0
,100%,49.28131,-123.0622,4,1.0,1.0,$96.00,2,7,97.0
90%,58%,49.27608,-123.12896,6,2.0,2.0,$128.00,30,3,93.0
,,49.24829,-123.05124,2,1.0,1.0,$89.00,1,15,96.0
100%,95%,49.23117,-123.03613,4,2.0,3.0,$114.00,5,58,98.0
100%,96%,49.26756,-123.17384,3,1.0,1.0,$110.00,28,4,95.0
100%,90%,49.27922,-123.10795,9,3.0,5.0,$546.00,30,60,99.0
,,49.24582,-123.07564,4,3.0,3.0,$150.00,5,1,100.0
,,49.28495,-123.13909,3,,0.0,$200.00,1,1,20.0
100%,99%,49.27899,-123.10904,4,1.0,1.0,$296.00,1,95,93.0
,,49.21694,-123.07877,5,3.0,3.0,$250.00,30,0,
,,49.26327,-123.17857,2,,1.0,$109.00,2,22,97.0
100%,100%,49.27795,-123.12797,6,2.0,3.0,$134.00,30,73,96.0
,,49.26855,-123.14199,2,1.0,1.0,$150.00,2,1,100.0
100%,90%,49.28175,-123.02984,4,2.0,2.0,$119.00,90,1,100.0
100%,,49.22336,-123.10233,4,1.0,2.0,$49.00,1,14,81.0
,,49.22666,-123.13841,4,,1.0,$100.00,1,2,
100%,100%,49.25462,-123.09677,6,3.0,4.0,$599.00,3,2,100.0
90%,93%,49.24905,-123.026,6,3.0,3.0,$160.00,2,15,97.0
100%,100%,49.24955,-123.11223,2,,1.0,$98.00,28,18,100.0
93%,87%,49.27622,-123.12748,4,1.0,1.0,$90.00,30,1,100.0
,,49.25982,-123.10917,4,1.0,2.0,$98.00,1,57,95.0
100%,98%,49.27985,-123.10828,2,1.0,1.0,$100.00,7,64,96.0
,100%,49.23494,-123.14378,2,1.0,1.0,$150.00,1,12,95.0
,,49.26214,-123.05763,5,3.0,2.0,$150.00,3,3,93.0
100%,100%,49.26605,-123.17779,6,2.0,4.0,$320.00,7,0,
100%,100%,49.28249,-123.05094,2,,1.0,$106.00,1,25,100.0
100%,89%,49.2305,-123.10041,3,2.0,2.0,$70.00,2,8,88.0
,,49.28972,-123.12732,5,2.0,3.0,$180.00,30,1,100.0
64%,15%,49.27369,-123.13199,7,3.0,4.0,$496.00,15,0,
,25%,49.27842,-123.12222,2,1.0,1.0,$110.00,80,0,
33%,,49.28241,-123.116,2,1.0,1.0,$113.00,30,0,
0%,,49.28595,-123.12565,5,2.0,2.0,$152.00,30,1,100.0
,,49.28532,-123.12951,2,2.0,2.0,$55.00,30,2,100.0
100%,,49.26345,-123.20982,2,1.0,1.0,$160.00,30,0,
100%,33%,49.26206,-123.09696,2,1.0,1.0,$150.00,2,6,97.0
100%,86%,49.25813,-123.08193,6,4.0,4.0,$225.00,2,7,97.0
97%,85%,49.2789,-123.1181,4,1.0,1.0,$100.00,30,6,97.0
93%,87%,49.27662,-123.13026,5,2.0,2.0,$180.00,30,0,
93%,87%,49.27597,-123.12863,5,2.0,2.0,$150.00,30,0,
93%,87%,49.27774,-123.1302,4,1.0,1.0,$95.00,30,1,80.0
,,49.27304,-123.12713,2,1.0,1.0,$130.00,3,35,96.0
98%,99%,49.29003,-123.12507,2,1.0,1.0,$29.00,28,4,95.0
,100%,49.25091,-123.10472,8,4.0,4.0,$280.00,4,0,
100%,100%,49.27608,-123.12773,3,1.0,2.0,$110.00,30,4,100.0
,100%,49.24835,-123.16907,2,1.0,1.0,$88.00,1,28,96.0
100%,99%,49.27962,-123.12405,4,1.0,2.0,$110.00,2,67,97.0
,,49.21878,-123.06693,6,2.0,3.0,$20.00,1,16,95.0
100%,96%,49.27892,-123.12689,6,2.0,2.0,$216.00,3,53,100.0
100%,100%,49.28102,-123.10921,6,2.0,3.0,$105.00,30,66,94.0
93%,87%,49.27803,-123.12831,5,3.0,3.0,$233.00,30,0,
100%,100%,49.25012,-123.12143,2,,1.0,$108.00,2,99,99.0
,,49.26705,-123.15305,6,2.0,3.0,$197.00,3,10,100.0
,100%,49.26285,-123.13288,3,1.0,2.0,$185.00,1,18,88.0
100%,65%,49.2817,-123.10659,4,2.0,2.0,$149.00,90,1,100.0
92%,75%,49.24152,-123.08913,1,1.0,1.0,$38.00,30,5,96.0
,,49.27334,-123.12827,2,1.0,1.0,$125.00,1,20,95.0
,100%,49.26317,-123.14125,2,1.0,1.0,$288.00,1,0,
100%,97%,49.27753,-123.12951,3,2.0,2.0,$149.00,5,62,97.0
,,49.25628,-123.08745,4,2.0,2.0,$125.00,30,0,
100%,100%,49.26124,-123.09842,4,,2.0,$150.00,1,37,97.0
100%,,49.22537,-123.10341,2,2.0,2.0,$130.00,365,0,
,,49.24258,-123.17975,8,4.0,4.0,"$1,000.00",3,0,
100%,,49.25413,-123.1711,3,1.0,1.0,$90.00,1,7,86.0
,100%,49.21857,-123.12715,14,6.0,7.0,$789.00,2,36,96.0
,,49.2573,-123.17763,8,4.0,4.0,$268.00,7,5,92.0
100%,65%,49.2857,-123.13433,2,1.0,1.0,$99.00,90,3,100.0
,,49.26547,-123.10135,2,1.0,1.0,$219.00,30,0,
100%,93%,49.26016,-123.17062,4,3.0,3.0,$190.00,3,21,97.0
100%,100%,49.28086,-123.10893,2,1.0,1.0,$211.00,30,30,99.0
100%,100%,49.25727,-123.03869,6,2.0,3.0,$99.00,3,33,97.0
,,49.2079,-123.05642,4,1.0,1.0,$40.00,1,7,89.0
,,49.25123,-123.09421,3,2.0,2.0,$90.00,1,35,95.0
100%,100%,49.22673,-123.11741,3,1.0,2.0,$50.00,3,12,95.0
,,49.26312,-123.18705,6,3.0,3.0,$169.00,1,4,95.0
96%,96%,49.28447,-123.10463,4,1.0,2.0,$129.00,1,134,95.0
100%,100%,49.27528,-123.12592,6,2.0,2.0,$315.00,2,19,89.0
90%,69%,49.28074,-123.13674,2,1.0,1.0,$101.00,30,6,100.0
71%,93%,49.28938,-123.12651,3,1.0,2.0,$77.00,30,7,89.0
100%,100%,49.27946,-123.12855,3,1.0,2.0,$130.00,30,30,93.0
94%,98%,49.28057,-123.13068,2,1.0,1.0,$42.00,30,30,93.0
94%,100%,49.26703,-123.09386,8,4.0,4.0,$225.00,29,22,95.0
,,49.27157,-123.15007,4,1.0,2.0,$175.00,2,3,93.0
100%,75%,49.23659,-123.07812,8,3.0,3.0,$150.00,2,39,96.0
100%,100%,49.26107,-123.1464,4,1.0,2.0,$126.00,2,72,98.0
100%,98%,49.25031,-123.04926,2,1.0,2.0,$52.00,2,46,90.0
90%,89%,49.25175,-123.05271,4,2.0,2.0,$68.00,13,16,90.0
,33%,49.26914,-123.07579,2,1.0,2.0,$90.00,2,4,100.0
100%,83%,49.22246,-123.05271,2,1.0,1.0,$69.00,3,11,95.0
100%,100%,49.27952,-123.11905,2,1.0,1.0,$140.00,30,11,98.0
100%,92%,49.24507,-123.11927,4,1.0,2.0,$55.00,30,10,74.0
,83%,49.26613,-123.17551,4,1.0,2.0,$249.00,30,22,94.0
50%,88%,49.27946,-123.09852,2,1.0,1.0,$105.00,30,0,
,,49.26102,-123.07556,1,1.0,1.0,$29.00,30,4,100.0
,,49.26505,-123.08261,4,1.0,2.0,$110.00,2,6,97.0
,100%,49.24882,-123.16693,2,1.0,1.0,$70.00,1,28,100.0
100%,100%,49.27887,-123.07885,6,2.0,3.0,$211.00,2,13,100.0
,,49.27886,-123.12598,2,1.0,1.0,"$3,250.00",180,0,
,,49.23142,-123.19712,2,1.0,1.0,$100.00,1,4,100.0
,,49.28037,-123.12517,1,1.0,1.0,$60.00,30,0,
,,49.2605,-123.05911,2,1.0,1.0,$60.00,1,5,100.0
100%,93%,49.27495,-123.1271,3,1.0,1.0,$295.00,3,0,
,,49.28551,-123.13363,2,1.0,1.0,$95.00,30,0,
0%,100%,49.23875,-123.03695,2,1.0,1.0,$70.00,1,5,68.0
,100%,49.22286,-123.11803,2,1.0,1.0,$80.00,30,1,100.0
97%,85%,49.27592,-123.11253,4,1.0,0.0,$89.00,30,3,100.0
100%,,49.28095,-123.10916,2,1.0,0.0,$400.00,3,0,
100%,91%,49.21962,-123.14261,4,2.0,2.0,$250.00,30,5,100.0
100%,100%,49.28911,-123.059,3,1.0,2.0,$79.00,2,19,95.0
,,49.23523,-123.11211,4,1.0,2.0,$75.00,1,92,96.0
100%,96%,49.25183,-123.19204,2,1.0,1.0,$85.00,2,29,99.0
,100%,49.28007,-123.1068,2,1.0,1.0,$198.00,2,17,95.0
,,49.25537,-123.11721,4,2.0,2.0,$200.00,2,1,100.0
100%,0%,49.27233,-123.10062,4,2.0,2.0,$350.00,30,0,
,,49.28604,-123.05791,2,1.0,1.0,$150.00,2,6,97.0
100%,50%,49.21428,-123.11293,2,1.0,1.0,$50.00,30,1,100.0
100%,100%,49.28252,-123.13662,3,1.0,1.0,$93.00,1,84,90.0
100%,67%,49.27979,-123.12696,4,2.0,2.0,$115.00,30,3,100.0
100%,100%,49.26357,-123.0656,2,1.0,1.0,$59.00,30,4,100.0
0%,50%,49.28424,-123.12419,4,1.0,2.0,$140.00,30,5,96.0
90%,8%,49.25474,-123.11514,6,5.0,5.0,$595.00,1,2,100.0
100%,100%,49.27716,-123.12746,4,1.0,2.0,$119.00,30,46,97.0
90%,97%,49.27388,-123.04794,5,2.0,3.0,$112.00,4,44,99.0
,,49.2717,-123.04658,2,1.0,1.0,$85.00,2,31,92.0
100%,78%,49.26212,-123.18366,4,2.0,2.0,$250.00,2,13,100.0
90%,98%,49.28145,-123.10355,2,1.0,1.0,$206.00,2,29,96.0
100%,96%,49.25564,-123.09513,4,2.0,3.0,$79.00,2,41,98.0
,,49.25869,-123.06761,2,1.0,1.0,$65.00,2,17,100.0
,100%,49.28812,-123.12591,2,1.0,1.0,$185.00,30,2,100.0
71%,93%,49.28942,-123.12335,3,1.0,2.0,$78.00,30,1,80.0
100%,100%,49.24268,-123.08222,2,1.0,1.0,$70.00,1,2,100.0
100%,100%,49.25573,-123.11897,4,1.0,2.0,$123.00,2,52,95.0
100%,100%,49.26032,-123.07985,7,2.0,4.0,$170.00,1,46,97.0
,,49.21261,-123.11532,1,1.0,1.0,$31.00,30,0,
100%,100%,49.27805,-123.0853,4,1.0,2.0,$199.00,2,21,99.0
100%,100%,49.26407,-123.06613,1,1.0,1.0,$49.00,30,1,100.0
,,49.24825,-123.04955,2,1.0,1.0,$139.00,1,2,100.0
,,49.26721,-123.09803,2,2.0,2.0,$199.00,4,4,100.0
